Executing fixed runner now.
Test being executed: org.apache.ambari.server.state.quicklinksprofile.QuickLinksProfileBuilderTest.testBuildProfileOnlyGlobalFilters
Test being executed: org.apache.ambari.server.ldap.service.AmbariLdapFacadeTest.testShouldConfigurationCheckDelegateToTheRightServiceCall
Test being executed: org.apache.ambari.server.state.action.JobTest.testJobFailedCompletion
Test being executed: org.apache.ambari.server.state.action.JobTest.testJobSuccessfulCompletion
Test being executed: org.apache.ambari.server.state.kerberos.KerberosDescriptorUpdateHelperTest.testUpdateAuthToLocalRules
Test being executed: org.apache.ambari.server.state.kerberos.KerberosDescriptorUpdateHelperTest.testUpdateProperties
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testAdditionalRealms
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testUseCase
Test being executed: org.apache.ambari.server.state.DesiredConfigTest.testEquals
Test being executed: org.apache.ambari.server.state.quicklinksprofile.QuickLinkVisibilityControllerTest.testProfileMustContainAtLeastOneFilter
Test being executed: org.apache.ambari.server.state.stack.upgrade.RepositoryVersionHelperTest.testSerializeOperatingSystems
  Skipped missing test : org.apache.ambari.server.state.stack.upgrade.RepositoryVersionHelperTest.testSerializeOperatingSystems
Test being executed: org.apache.ambari.server.checks.ComponentExistsInRepoCheckTest.testCheckPassesWhenComponentNotAdvertisingVersion
Test being executed: org.apache.ambari.server.checks.ComponentExistsInRepoCheckTest.testCheckPassesWhenServicAndComponentsExist
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testCustomRuleCanBeAddedWithCaseSensitivity
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testExistingWildcardRealm
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleGeneration_ExistingRules
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleGeneration_ExistingRules_existingMoreSpecificRule
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleGeneration_changeToCaseInsensitiveSupport
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleGeneration_changeToCaseSensitiveSupport
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleRegexWithComplexReplacements
Test being executed: org.apache.ambari.server.hooks.users.UserHookServiceTest.shouldCommandParametersBeSet
Test being executed: org.apache.ambari.server.state.CheckHelperTest.testPreUpgradeCheckClusterMissing
Test being executed: org.apache.ambari.server.state.action.JobTest.completeNewJob
Test being executed: org.apache.ambari.server.state.action.JobTest.failNewJob
Test being executed: org.apache.ambari.server.collections.PredicateUtilsTest.fromJSON
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testCaseSensitivityFlagIsAddedAfterItWasFromAmbariRule
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testCaseSensitivityFlagIsRemovedAfterItWasAddedToAmbariRule
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapAttributeDetectionServiceTest.shouldLdapGroupAttributeDetection
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapAttributeDetectionServiceTest.shouldLdapUserAttributeDetection
Test being executed: org.apache.ambari.server.checks.HiveDynamicServiceDiscoveryCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.HostsMasterMaintenanceCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.HostsRepositoryVersionCheckTest.testPerformWithVersion
Test being executed: org.apache.ambari.server.checks.HostsRepositoryVersionCheckTest.testPerformWithVersionNotRequired
Test being executed: org.apache.ambari.server.checks.PreviousUpgradeCompletedTest.testPerform
Test being executed: org.apache.ambari.server.collections.PredicateUtilsTest.fromMap
Test being executed: org.apache.ambari.server.state.CheckHelperTest.testPreUpgradeCheckBypassesFailure
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testCredentialStoreFields
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testMultiplePimaryLogsValidationAfterXmlDeserialization
Test being executed: org.apache.ambari.server.state.kerberos.KerberosDescriptorUpdateHelperTest.updateDefaultUserKerberosDescriptor
Test being executed: org.apache.ambari.server.state.kerberos.KerberosKeytabDescriptorTest.testUpdate
Test being executed: org.apache.ambari.server.state.repository.VersionDefinitionTest.testMaintVersion
Test being executed: org.apache.ambari.server.checks.AutoStartDisabledCheckTest.testAutoStartTrue
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleRegexWithDifferentEnding
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRulesWithWhitespace
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testDuplicateServicePropertyValidationAfterSet
Test being executed: org.apache.ambari.server.state.action.JobTest.testJobProgressUpdates
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testAdditionalRealms_Empty
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testClone
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testExistingRuleWithNoRealm
Test being executed: org.apache.ambari.server.state.CheckHelperTest.testPreUpgradeCheckThrowsException
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testDuplicateServicePropertyValidationAfterXmlDeserialization
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testIsRestartRequiredAfterRackChange
Test being executed: org.apache.ambari.server.state.cluster.ClustersImplTest.testAddSessionAttributes
Test being executed: org.apache.ambari.server.state.kerberos.KerberosKeytabDescriptorTest.testEquals
Test being executed: org.apache.ambari.server.state.kerberos.KerberosKeytabDescriptorTest.testJSONDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosKeytabDescriptorTest.testMapDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testUpdateSparse
Test being executed: org.apache.ambari.server.state.kerberos.KerberosServiceDescriptorTest.testJSONWithOnlyServiceNameAndConfigurations
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformHasNoUpgradeSupportServices
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformHasRemovedServices
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformHasReplacedServices
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformMixOne
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformMixThree
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformMixTwo
Test being executed: org.apache.ambari.server.collections.PredicateUtilsTest.toJSON
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testAdditionalRealms_Null
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testRuleGeneration_caseInsensitiveSupport
Test being executed: org.apache.ambari.server.state.kerberos.KerberosKeytabDescriptorTest.testToMap
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testUpdate
Test being executed: org.apache.ambari.server.checks.HostMaintenanceModeCheckTest.testPerformHostOrdered
Test being executed: org.apache.ambari.server.checks.ServicesNamenodeTruncateCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.collections.PredicateUtilsTest.toMap
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testExistingRuleWithNoRealm2
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testCredentialStoreInfoValidity
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testDefaultVisibilityServiceProperties
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testServiceProperties
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testSetServicePropertiesAfterPropertyListSet
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testVisibilityServicePropertyOverride
Test being executed: org.apache.ambari.server.state.ServicePropertyInfoTest.testName
Test being executed: org.apache.ambari.server.checks.ServicePresenceCheckTest.testPerformPass
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testJSONDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testMapDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testToMap
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.acceptAllFilterEvaluatedLast
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.duplicateFiltersAreOkIfDoNotContradict
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testLinkAttributeFiltersEvaluatedSecondly
Test being executed: org.apache.ambari.server.state.quicklinksprofile.QuickLinksProfileBuilderTest.testBuildProfileMissingDataServiceName
Test being executed: org.apache.ambari.server.state.scheduler.BatchRequestJobTest.testTaskCountsPersistedWithTrigger
Test being executed: org.apache.ambari.server.checks.AutoStartDisabledCheckTest.testAutoStartFalse
Test being executed: org.apache.ambari.server.checks.AutoStartDisabledCheckTest.testNoAutoStart
Test being executed: org.apache.ambari.server.checks.DruidHighAvailabilityCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.SecondaryNamenodeDeletedCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesMapReduceDistributedCacheCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesTezDistributedCacheCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.state.CheckHelperTest.testPreUpgradeCheckNotApplicable
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testCustomMetricsWidgetsFiles
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testSelectionField
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testMaintUpgrade
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testPatchUpgrade
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testRevert
Test being executed: org.apache.ambari.server.state.kerberos.KerberosPrincipalDescriptorTest.testEquals
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testLinkNameFiltersEvaluatedFirst
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testNoMatchingFilter
Test being executed: org.apache.ambari.server.state.quicklinksprofile.QuickLinksProfileBuilderTest.testBuildProfileInvalidProfileDefiniton_contradictingFilters
Test being executed: org.apache.ambari.server.checks.AbstractCheckDescriptorTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_AmbariTablesInMultipleSchemas
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_NoAmbariSchema
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_NoIssues
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_NoSearchPath
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_NoTablesInAmbariSchema
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_NullsAreTolerated
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testSchemaName_WrongSearchPathOrder
Test being executed: org.apache.ambari.server.checks.MapReduce2JobHistoryStatePreservingCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesNamenodeTruncateCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.VersionMismatchCheckTest.testWarningWhenHostWithVersionMismatchExists
Test being executed: org.apache.ambari.server.state.ServiceInfoTest.testSupportDeleteViaUI
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testDowngradeForPatch
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testRevertEU
Test being executed: org.apache.ambari.server.state.UpgradeContextTest.testRevertWithDeletedService
Test being executed: org.apache.ambari.server.checks.AbstractCheckDescriptorTest.testIsApplicableForPatch
Test being executed: org.apache.ambari.server.checks.ClientRetryPropertyCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ClientRetryPropertyCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.DruidHighAvailabilityCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.HiveMultipleMetastoreCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.HiveMultipleMetastoreCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.HiveMultipleMetastoreCheckTest.testPerformFail
Test being executed: org.apache.ambari.server.checks.HostsHeartbeatCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.MapReduce2JobHistoryStatePreservingCheckTest.testIsApplicableMinimumStackVersion
Test being executed: org.apache.ambari.server.checks.MapReduce2JobHistoryStatePreservingCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesMapReduceDistributedCacheCheckTest.testPerformWithCheckConfig
Test being executed: org.apache.ambari.server.checks.ServicesTezDistributedCacheCheckTest.testPerformWithCheckConfig
Test being executed: org.apache.ambari.server.controller.AuthToLocalBuilderTest.testAddNullExistingRule
Test being executed: org.apache.ambari.server.state.action.JobTest.testNewJob
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.contradictingAcceptAllFiltersRejected
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testLinkAttributeFiltersWorkWithNullAttributes
Test being executed: org.apache.ambari.server.state.quicklinksprofile.QuickLinksProfileBuilderTest.testBuildProfileMissingDataComponentName
Test being executed: org.apache.ambari.server.checks.HostMaintenanceModeCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.KafkaKerberosCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.LZOCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.RangerAuditDbCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.RangerAuditDbCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.RangerSSLConfigCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.RangerSSLConfigCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.RequiredServicesInRepositoryCheckTest.testMissingRequiredService
Test being executed: org.apache.ambari.server.checks.SecondaryNamenodeDeletedCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesMapReduceDistributedCacheCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesNamenodeHighAvailabilityCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesTezDistributedCacheCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesYarnWorkPreservingCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesYarnWorkPreservingCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.UpgradeCheckOrderTest.testUpgradeOrder
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testHideFilterTakesPrecedence
Test being executed: org.apache.ambari.server.state.scheduler.BatchRequestJobTest.testDoWork
Test being executed: org.apache.ambari.server.checks.KafkaKerberosCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesMaintenanceModeCheckTest.testPerform
Test being executed: org.apache.ambari.server.checks.ServicesNamenodeHighAvailabilityCheckTest.testPerform
Test being executed: org.apache.ambari.server.ldap.service.ads.detectors.GroupMemberAttrDetectorTest.testShouldDetectAttributeBasedOnOccurrence
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.contradictingLinkNameFiltersRejected
Test being executed: org.apache.ambari.server.state.stack.upgrade.StageWrapperBuilderTest.testAutoSkipCheckInserted
Test being executed: org.apache.ambari.server.checks.HiveNotRollingWarningTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.StormShutdownWarningTest.testIsApplicable
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapConfigurationServiceTest.testShouldGroupAttributeConfigurationCheckFailWhenNoGroupsForUserDnFound
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapConfigurationServiceTest.testShouldGroupAttributeConfigurationCheckSucceedWhenGroupForUserDnIsFound
Test being executed: org.apache.ambari.server.state.PropertyInfoTest.testProperty
Test being executed: org.apache.ambari.server.checks.AtlasPresenceCheckTest.perform
  Skipped missing test : org.apache.ambari.server.checks.AtlasPresenceCheckTest.perform
Test being executed: org.apache.ambari.server.checks.HostsHeartbeatCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.ServicesMaintenanceModeCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.state.kerberos.VariableReplacementHelperTest.testReplaceVariablesWithFunctions
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.contradictingLinkAttributeFiltersRejected
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.contradictingPropertyFiltersRejected
Test being executed: org.apache.ambari.server.state.stack.upgrade.StageWrapperBuilderTest.testBuildOrder
Test being executed: org.apache.ambari.server.checks.ConfigurationMergeCheckTest.testApplicable
Test being executed: org.apache.ambari.server.checks.HiveNotRollingWarningTest.testPerform
Test being executed: org.apache.ambari.server.checks.HostsMasterMaintenanceCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.HostsRepositoryVersionCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.checks.RequiredServicesInRepositoryCheckTest.testNoMissingServices
Test being executed: org.apache.ambari.server.checks.StormShutdownWarningTest.testPerform
Test being executed: org.apache.ambari.server.checks.VersionMismatchCheckTest.testWarningWhenHostWithVersionMismatchDoesNotExist
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapConfigurationServiceTest.testShouldUserAttributeConfigurationCheckFailWhenNoUsersFound
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapConfigurationServiceTest.testShouldUserAttributeConfigurationCheckSucceedWhenUserDnIsFound
Test being executed: org.apache.ambari.server.ldap.service.ads.detectors.GroupMemberAttrDetectorTest.testShouldDetectorPassWhenEmptySampleSetProvided
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testJSONDeserializeMultiple
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testMapDeserializeMultiple
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testFixConfigsSelectedMoreThanOnce
Test being executed: org.apache.ambari.server.checks.HealthCheckTest.testWarningWhenNoAlertsExist
Test being executed: org.apache.ambari.server.checks.LZOCheckTest.testIsApplicable
Test being executed: org.apache.ambari.server.hooks.users.UserHookServiceTest.shouldServiceQuitWhenFeatureIsDisabled
Test being executed: org.apache.ambari.server.state.PropertyInfoTest.testUpgradeBehaviorTag
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testJSONDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testMapDeserialize
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testUpdate
Test being executed: org.apache.ambari.server.state.quicklinksprofile.FilterEvaluatorTest.testWithEmptyFilters
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testCheckForConfigsSelectedMoreThanOnce
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testCheckForHostsWithoutState
Test being executed: org.apache.ambari.server.checks.DatabaseConsistencyCheckHelperTest.testCheckHostComponentStatesCountEqualsHostComponentsDesiredStates
Test being executed: org.apache.ambari.server.state.PropertyInfoTest.testBehaviorWithoutUpgradeTags
Test being executed: org.apache.ambari.server.state.host.HostImplTest.testGetHealthStatus
Test being executed: org.apache.ambari.server.collections.functors.AndPredicateTest.testToJSON
Test being executed: org.apache.ambari.server.collections.functors.NotPredicateTest.testToJSON
Test being executed: org.apache.ambari.server.collections.functors.OrPredicateTest.testToJSON
Test being executed: org.apache.ambari.server.hooks.users.UserHookServiceTest.shouldServiceQuitWhenCalledWithEmptyContext
Test being executed: org.apache.ambari.server.hooks.users.UserHookServiceTest.shouldServiceTriggerHookWhenPrerequisitesAreSatisfied
Test being executed: org.apache.ambari.server.ldap.service.AmbariLdapFacadeTest.testShouldAttributeCheckFailuresResultInAmbariLdapException
Test being executed: org.apache.ambari.server.ldap.service.AmbariLdapFacadeTest.testShouldLdapAttributesCheckDelegateToTheRightServiceCalls
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapAttributeDetectionServiceTest.testShouldGroupAttributeDetectionFailWhenLdapOerationFails
Test being executed: org.apache.ambari.server.ldap.service.ads.DefaultLdapAttributeDetectionServiceTest.testShouldUserAttributeDetectionFailWhenLdapOerationFails
Test being executed: org.apache.ambari.server.state.DesiredConfigTest.testDesiredConfig
Test being executed: org.apache.ambari.server.state.PropertyInfoTest.testBehaviorWithSupportedRefreshCommandsTags
Test being executed: org.apache.ambari.server.state.kerberos.KerberosConfigurationDescriptorTest.testToMap
Test being executed: org.apache.ambari.annotations.TransactionalLockTest.testAnnotationEquality
Test being executed: org.apache.ambari.annotations.TransactionalLockTest.testLockAreaEnabled
Test being executed: org.apache.ambari.annotations.TransactionalLockTest.testLockAreaEnabledDisabled
Test being executed: org.apache.ambari.server.actionmanager.HostRoleStatusTest.testIsCompletedState
Test being executed: org.apache.ambari.server.actionmanager.HostRoleStatusTest.testIsFailedState
Test being executed: org.apache.ambari.server.actionmanager.HostRoleStatusTest.testIsHoldingState
Test being executed: org.apache.ambari.server.agent.AgentHostInfoTest.testDeserializeHostInfo
Test being executed: org.apache.ambari.server.agent.TestActionQueue.testConcurrentHostCheck
  Skipped missing test : org.apache.ambari.server.agent.TestActionQueue.testConcurrentHostCheck
Test being executed: org.apache.ambari.server.agent.TestActionQueue.testConcurrentOperations
  Skipped missing test : org.apache.ambari.server.agent.TestActionQueue.testConcurrentOperations
Test being executed: org.apache.ambari.server.agent.TestActionQueue.testDequeueCommandType
  Skipped missing test : org.apache.ambari.server.agent.TestActionQueue.testDequeueCommandType
Test being executed: org.apache.ambari.server.api.AmbariCsrfProtectionFilterTest.testGetMethod
Test being executed: org.apache.ambari.server.api.AmbariCsrfProtectionFilterTest.testPostNoXRequestedBy
Test being executed: org.apache.ambari.server.api.AmbariCsrfProtectionFilterTest.testPostXRequestedBy
Test being executed: org.apache.ambari.server.api.AmbariErrorHandlerTest.testErrorWithJetty
