Executing fixed runner now.
Test being executed: org.apache.ambari.server.serveraction.ServerActionExecutorTest.testServerActionFailedReport
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testInteractivePasswordHandler
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testTranslateEncryptionTypes
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testOpenSucceeded
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testOpenFailed
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testCreateUserPrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testCreateServicePrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testUserPrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testServicePrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testUserPrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testServicePrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testCreateKeytabFileOneAtATime
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testEnsureKeytabFileContainsNoDuplicates
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testCreateKeytabFileExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testCreateKeytabFileFromBase64EncodedData
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testMergeKeytabs
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testEscapeCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testAdminCredentialsNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testAdminCredentialsEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testAdminCredentialsNullCredential
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testAdminCredentialsEmptyCredential1
Test being executed: org.apache.ambari.server.serveraction.kerberos.IPAKerberosOperationHandlerTest.testSetExecutableSearchPaths
Test being executed: org.apache.ambari.server.serveraction.kerberos.ConfigureAmbariIdentitiesServerActionTest.installAmbariServerIdentityWithNullActionLog
Test being executed: org.apache.ambari.server.serveraction.kerberos.ConfigureAmbariIdentitiesServerActionTest.configureJAAS
Test being executed: org.apache.ambari.server.serveraction.kerberos.ConfigureAmbariIdentitiesServerActionTest.configureJAASWithNullActionLog
Test being executed: org.apache.ambari.server.serveraction.kerberos.ConfigureAmbariIdentitiesServerActionTest.installAmbariServerIdentityWithNoAgentOnAmbariServer
Test being executed: org.apache.ambari.server.serveraction.kerberos.ConfigureAmbariIdentitiesServerActionTest.installAmbariServerIdentity
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testTestAdministratorCredentialsKDCConnectionException2
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testSetPrincipalPassword
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateServicePrincipal_AdditionalAttributes
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateServicePrincipalExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testKDCConnectionException
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testInteractivePasswordHandler
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testTranslateEncryptionTypes
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testOpenSucceeded
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testOpenFailed
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateUserPrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateServicePrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testUserPrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testServicePrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testUserPrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testServicePrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateKeytabFileOneAtATime
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testEnsureKeytabFileContainsNoDuplicates
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateKeytabFileExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testCreateKeytabFileFromBase64EncodedData
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testMergeKeytabs
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testEscapeCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testAdminCredentialsNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testAdminCredentialsEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testAdminCredentialsNullCredential
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testAdminCredentialsEmptyCredential1
Test being executed: org.apache.ambari.server.serveraction.kerberos.MITKerberosOperationHandlerTest.testSetExecutableSearchPaths
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerFactoryTest.testForNull
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerFactoryTest.testForAD
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerFactoryTest.testForMIT
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerFactoryTest.testForNone
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateExact
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateCaseInsensitive
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateHyphen
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateNull
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateEmptyString
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCTypeTest.testTranslateNoTranslation
Test being executed: org.apache.ambari.server.serveraction.kerberos.FinalizeKerberosServerActionTest.executeManualOption
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetCommandParameterValueStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetDefaultRealmStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetKDCTypeStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetDataDirectoryPathStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testSetPrincipalPasswordMapStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetPrincipalPasswordMapStatic
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testGetDataDirectoryPath
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testProcessIdentitiesSuccess
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosServerActionTest.testProcessIdentitiesFail
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosConfigDataFileTest.testKerberosConfigDataFile
Test being executed: org.apache.ambari.server.serveraction.kerberos.UpdateKerberosConfigsServerActionTest.testUpdateConfig
Test being executed: org.apache.ambari.server.serveraction.kerberos.UpdateKerberosConfigsServerActionTest.testUpdateConfigMissingDataDirectory
Test being executed: org.apache.ambari.server.serveraction.kerberos.UpdateKerberosConfigsServerActionTest.testUpdateConfigEmptyDataDirectory
Test being executed: org.apache.ambari.server.serveraction.kerberos.UpdateKerberosConfigsServerActionTest.testUpdateConfigForceSecurityEnabled
Test being executed: org.apache.ambari.server.serveraction.kerberos.CreateKeytabFilesServerActionTest.testEnsureAmbariOnlyAccess
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testInvalidPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testPrimary
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testPrimaryRealm
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testInstance
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testInstanceRealm
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testPrimaryInstance
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testPrimaryInstanceRealm
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testOddCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.DeconstructedPrincipalTest.testEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testTranslateEncryptionTypes
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testOpenSucceeded
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testOpenFailed
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testCreateUserPrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testCreateServicePrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testUserPrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testServicePrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testUserPrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testServicePrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testCreateKeytabFileOneAtATime
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testEnsureKeytabFileContainsNoDuplicates
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testCreateKeytabFileExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testCreateKeytabFileFromBase64EncodedData
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testMergeKeytabs
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testEscapeCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testAdminCredentialsNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testAdminCredentialsEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testAdminCredentialsNullCredential
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testAdminCredentialsEmptyCredential1
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosOperationHandlerTest.testSetExecutableSearchPaths
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testInteractivePasswordHandler
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testTranslateEncryptionTypes
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testOpenSucceeded
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testOpenFailed
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testCreateUserPrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testCreateServicePrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testUserPrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testServicePrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testUserPrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testServicePrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testCreateKeytabFileOneAtATime
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testEnsureKeytabFileContainsNoDuplicates
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testCreateKeytabFileExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testCreateKeytabFileFromBase64EncodedData
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testMergeKeytabs
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testEscapeCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testAdminCredentialsNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testAdminCredentialsEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testAdminCredentialsNullCredential
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testAdminCredentialsEmptyCredential1
Test being executed: org.apache.ambari.server.serveraction.kerberos.KDCKerberosOperationHandlerTest.testSetExecutableSearchPaths
Test being executed: org.apache.ambari.server.serveraction.kerberos.KerberosIdentityDataFileTest.testKerberosIdentityDataFile
Test being executed: org.apache.ambari.server.serveraction.kerberos.AbstractPrepareKerberosServerActionTest.testProcessServiceComponentHosts
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testTestAdministratorCredentialsIncorrectAdminPassword
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testProcessCreateTemplateCustom
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testProcessCreateTemplateDefault
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenExceptionPrincipalContainerDnNotProvided
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testTestAdministratorCredentialsKDCConnectionException
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenExceptionLdapUrlNotProvided
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testTestAdministratorCredentialsSuccess
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testTestAdministratorCredentialsIncorrectAdminPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenExceptionNoLdaps
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenExceptionAdminCredentialsNotProvided
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testLive
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateLdapContextSSLSocketFactoryTrusting
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateLdapContextSSLSocketFactoryNonTrusting
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testDigests
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testTranslateEncryptionTypes
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenSucceeded
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testOpenFailed
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateUserPrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateServicePrincipalPrincipalAlreadyExists
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testUserPrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testServicePrincipalExistsNotFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testUserPrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testServicePrincipalExistsFound
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateKeytabFileOneAtATime
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testEnsureKeytabFileContainsNoDuplicates
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateKeytabFileExceptions
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testCreateKeytabFileFromBase64EncodedData
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testMergeKeytabs
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testEscapeCharacters
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testAdminCredentialsNullPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testAdminCredentialsEmptyPrincipal
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testAdminCredentialsNullCredential
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testAdminCredentialsEmptyCredential1
Test being executed: org.apache.ambari.server.serveraction.kerberos.ADKerberosOperationHandlerTest.testSetExecutableSearchPaths
Test being executed: org.apache.ambari.server.serveraction.ActionLogTest.testWriteStdOut
Test being executed: org.apache.ambari.server.serveraction.ActionLogTest.testWriteStdErr
Test being executed: org.apache.ambari.server.serveraction.users.PostUserCreationHookServerActionTest.shouldCommandStringBeAssembledCorrectlyForSingleUser
Test being executed: org.apache.ambari.server.serveraction.users.PostUserCreationHookServerActionTest.shouldServerActionFailWhenCommandParametersAreMissing
Test being executed: org.apache.ambari.server.serveraction.users.CsvFilePersisterServiceFunctionalTest.shouldCreateCsvFileWithExpectedPermissions
Test being executed: org.apache.ambari.server.serveraction.upgrades.AtlasProxyUserConfigCalculationTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.KerberosKeytabsActionTest.testAction_NotKerberized
Test being executed: org.apache.ambari.server.serveraction.upgrades.KerberosKeytabsActionTest.testAction_NoKdcType
Test being executed: org.apache.ambari.server.serveraction.upgrades.KerberosKeytabsActionTest.testAction_Kerberized
Test being executed: org.apache.ambari.server.serveraction.upgrades.HiveEnvClasspathActionTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testMultipleKeyValuesPerTask
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testNewConfigCreatedWhenUpgradingAcrossStacks
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testConfigurationWithTargetStackUsed
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDeletePreserveChanges
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testConfigTransferCopy
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testCoerceValueOnCopy
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testValueReplacement
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testAllowedTransferMove
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testValueReplacementWithMissingConfigurations
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testAllowedSet
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDisallowedSet
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testAllowedReplacment
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDisallowedReplacment
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testAllowedTransferCopy
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDisallowedTransferCopy
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDisallowedTransferMove
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testAllowedTransferDelete
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testDisallowedTransferDelete
Test being executed: org.apache.ambari.server.serveraction.upgrades.ConfigureActionTest.testInsert
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeActionTest.testExpressUpgradeUpdateDesiredRepositoryAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeActionTest.testFinalizeDowngrade
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeActionTest.testFinalizeUpgrade
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeActionTest.testFinalizeWithHostsAlreadyCurrent
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeActionTest.testHostVersionsAfterUpgrade
Test being executed: org.apache.ambari.server.serveraction.upgrades.FixLzoCodecPathTest.testFixLzoJarPath
Test being executed: org.apache.ambari.server.serveraction.upgrades.ComponentVersionCheckActionTest.testMatchingVersions
Test being executed: org.apache.ambari.server.serveraction.upgrades.ComponentVersionCheckActionTest.testMixedComponentVersions
Test being executed: org.apache.ambari.server.serveraction.upgrades.ComponentVersionCheckActionTest.testMatchingPartialVersions
Test being executed: org.apache.ambari.server.serveraction.upgrades.OozieConfigCalculationTest.testOozieEnvWithMissingParam
Test being executed: org.apache.ambari.server.serveraction.upgrades.AutoSkipFailedSummaryActionTest.testAutoSkipFailedSummaryAction__green
Test being executed: org.apache.ambari.server.serveraction.upgrades.AutoSkipFailedSummaryActionTest.testAutoSkipFailedSummaryAction__red__host_components_only
Test being executed: org.apache.ambari.server.serveraction.upgrades.AutoSkipFailedSummaryActionTest.testAutoSkipFailedSummaryAction__red
Test being executed: org.apache.ambari.server.serveraction.upgrades.AutoSkipFailedSummaryActionTest.testAutoSkipFailedSummaryAction__red__service_checks_only
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeUserKerberosDescriptorTest.testUpgrade
Test being executed: org.apache.ambari.server.serveraction.upgrades.UpgradeUserKerberosDescriptorTest.testDowngrade
Test being executed: org.apache.ambari.server.serveraction.upgrades.RangerWebAlertConfigActionTest.testExecute
Test being executed: org.apache.ambari.server.serveraction.upgrades.RangerKerberosConfigCalculationTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.HBaseEnvMaxDirectMemorySizeActionTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.RangerKmsProxyConfigTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.CreateAndConfigureActionTest.testNewConfigCreatedWhenUpgradingWithoutChaningStack
Test being executed: org.apache.ambari.server.serveraction.upgrades.SparkShufflePropertyConfigTest.testAction
Test being executed: org.apache.ambari.server.serveraction.upgrades.FixOozieAdminUsersTest.testOozieAdminUserUpdated
Test being executed: org.apache.ambari.server.serveraction.upgrades.HiveZKQuorumConfigActionTest.testZKQuorumPropertiesSetCorrectly
